ContactsContactID,VanID,ResultID,CanvassedBy,CommitteeID,CreatedBy,DateCreated,DateCanvassed,InputTypeID,ContactTypeID,ChangeTypeId,ErrorMessage
1880513,101221454,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:04:00 PM,14,2,1,
1880514,101221561,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:44:00 PM,14,2,1,
1880515,101221972,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:48:00 PM,14,2,1,
1880516,101222360,14,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:55:00 PM,14,2,1,
1880517,101222580,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:45:00 PM,14,2,1,
1880518,101223319,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:41:00 PM,14,2,1,
1880519,101223449,3,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:57:00 PM,14,2,1,
1880520,101224050,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:29:00 PM,14,2,1,
1880521,101224346,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:38:00 PM,14,2,1,
1880522,101224459,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:43:00 PM,14,2,1,
1880523,101224649,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:13:00 PM,14,2,1,
1880524,101224703,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:21:00 PM,14,2,1,
1880525,101224875,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:41:00 PM,14,2,1,
1880526,101225234,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:43:00 PM,14,2,1,
1880527,101225582,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:37:00 PM,14,2,1,
1880528,101225607,1,2194395,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:32:00 PM,14,2,1,
1880529,101535340,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:19:00 PM,14,2,1,
1880530,101535403,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:34:00 PM,14,2,1,
1880531,101535406,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:30:00 PM,14,2,1,
1880532,101535407,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:25:00 PM,14,2,1,
1880533,101535444,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:29:00 PM,14,2,1,
1880534,101535650,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:30:00 PM,14,2,1,
1880535,101536147,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:14:00 PM,14,2,1,
1880536,101536242,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:29:00 PM,14,2,1,
1880537,101536289,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:29:00 PM,14,2,1,
1880538,101537125,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:26:00 PM,14,2,1,
1880539,101537215,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:29:00 PM,14,2,1,
1880540,101537252,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:26:00 PM,14,2,1,
1880541,101537429,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:21:00 PM,14,2,1,
1880542,101537493,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:14:00 PM,14,2,1,
1880543,101537839,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:21:00 PM,14,2,1,
1880544,101537871,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:25:00 PM,14,2,1,
1880545,101537923,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:22:00 PM,14,2,1,
1880546,101537998,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:28:00 PM,14,2,1,
1880547,101538138,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:27:00 PM,14,2,1,
1880548,101538511,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:26:00 PM,14,2,1,
1880549,101538552,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:27:00 PM,14,2,1,
1880550,101538737,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:14:00 PM,14,2,1,
1880551,101539075,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:27:00 PM,14,2,1,
1880552,101539078,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:21:00 PM,14,2,1,
1880553,101539145,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:16:00 PM,14,2,1,
1880554,101539181,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:20:00 PM,14,2,1,
1880555,101539350,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:22:00 PM,14,2,1,
1880556,101539968,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:15:00 PM,14,2,1,
1880557,101540095,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:31:00 PM,14,2,1,
1880558,101540278,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:30:00 PM,14,2,1,
1880559,101540572,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:34:00 PM,14,2,1,
1880560,101540701,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:14:00 PM,14,2,1,
1880561,101540744,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:31:00 PM,14,2,1,
1880562,101540913,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:20:00 PM,14,2,1,
1880563,101541136,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:16:00 PM,14,2,1,
1880564,101541167,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:25:00 PM,14,2,1,
1880565,101541208,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:22:00 PM,14,2,1,
1880566,101541209,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:20:00 PM,14,2,1,
1880567,101541530,1,2182923,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:30:00 PM,14,2,1,
1880568,101548479,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:35:00 PM,14,2,1,
1880569,101548598,1,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:49:00 PM,14,2,1,
1880570,101548617,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:41:00 PM,14,2,1,
1880571,101548703,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:13:00 PM,14,2,1,
1880572,101548729,1,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:29:00 PM,14,2,1,
1880573,101548782,1,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:25:00 PM,14,2,1,
1880574,101548810,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:53:00 PM,14,2,1,
1880575,101548863,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:15:00 PM,14,2,1,
1880576,101549117,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:09:00 PM,14,2,1,
1880577,101549120,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:06:00 PM,14,2,1,
1880578,101549196,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:40:00 PM,14,2,1,
1880579,101549214,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:27:00 PM,14,2,1,
1880580,101551962,1,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:34:00 PM,14,2,1,
1880581,101552249,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:19:00 PM,14,2,1,
1880582,101552266,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:30:00 PM,14,2,1,
1880583,101552303,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:33:00 PM,14,2,1,
1880584,101552328,1,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:41:00 PM,14,2,1,
1880585,101552329,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:48:00 PM,14,2,1,
1880586,101552332,1,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:50:00 PM,14,2,1,
1880587,101552361,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:11:00 PM,14,2,1,
1880588,101552384,14,2196545,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:31:00 PM,14,2,1,
1880589,101548626,14,2194773,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 10:00:00 PM,14,2,1,
1880590,101549153,14,2194773,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:54:00 PM,14,2,1,
1880591,101552080,14,2194773,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:48:00 PM,14,2,1,
1880592,101552118,14,2194773,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:41:00 PM,14,2,1,
1880593,101552130,14,2194773,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:16:00 PM,14,2,1,
1880594,101552187,14,2194773,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:17:00 PM,14,2,1,
1880595,101548402,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:06:00 PM,14,2,1,
1880596,101548413,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:12:00 PM,14,2,1,
1880597,101548497,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:31:00 PM,14,2,1,
1880598,101548565,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:16:00 PM,14,2,1,
1880599,101548568,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:31:00 PM,14,2,1,
1880600,101548571,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:11:00 PM,14,2,1,
1880601,101548582,40,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:19:00 PM,14,2,1,
1880602,101548628,3,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:03:00 PM,14,2,1,
1880603,101548633,3,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:12:00 PM,14,2,1,
1880604,101548668,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:37:00 PM,14,2,1,
1880605,101548673,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:08:00 PM,14,2,1,
1880606,101548717,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:01:00 PM,14,2,1,
1880607,101548795,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:13:00 PM,14,2,1,
1880608,101548800,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:02:00 PM,14,2,1,
1880609,101548987,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:48:00 PM,14,2,1,
1880610,101549047,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:30:00 PM,14,2,1,
1880611,101549177,3,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:33:00 PM,14,2,1,
1880612,101549195,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:40:00 PM,14,2,1,
1880613,101549235,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:09:00 PM,14,2,1,
1880614,101549243,14,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:18:00 PM,14,2,1,
1880615,101549272,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:30:00 PM,14,2,1,
1880616,101549401,40,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:36:00 PM,14,2,1,
1880617,101549408,2,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:29:00 PM,14,2,1,
1880618,101552203,3,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:10:00 PM,14,2,1,
1880619,101552224,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:08:00 PM,14,2,1,
1880620,101552243,23,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:03:00 PM,14,2,1,
1880621,101552291,31,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:26:00 PM,14,2,1,
1880622,101552352,3,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 10:00:00 PM,14,2,1,
1880623,101552381,10,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:06:00 PM,14,2,1,
1880624,101552382,1,2196052,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:00:00 PM,14,2,1,
1880625,101218878,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:54:00 PM,14,2,1,
1880626,101218903,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:56:00 PM,14,2,1,
1880627,101219332,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:08:00 PM,14,2,1,
1880628,101219342,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:57:00 PM,14,2,1,
1880629,101219601,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:28:00 PM,14,2,1,
1880630,101220435,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:22:00 PM,14,2,1,
1880631,101220708,2,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:47:00 PM,14,2,1,
1880632,101220988,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:16:00 PM,14,2,1,
1880633,101221229,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:13:00 PM,14,2,1,
1880634,101221375,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:33:00 PM,14,2,1,
1880635,101221409,10,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:17:00 PM,14,2,1,
1880636,101221463,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:08:00 PM,14,2,1,
1880637,101221541,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:48:00 PM,14,2,1,
1880638,101221567,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:45:00 PM,14,2,1,
1880639,101221905,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:07:00 PM,14,2,1,
1880640,101222612,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 6:32:00 PM,14,2,1,
1880641,101223324,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:47:00 PM,14,2,1,
1880642,101223423,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:52:00 PM,14,2,1,
1880643,101224224,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:26:00 PM,14,2,1,
1880644,101224869,3,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:04:00 PM,14,2,1,
1880645,101225068,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:06:00 PM,14,2,1,
1880646,101225072,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 10:17:00 PM,14,2,1,
1880647,101225142,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:38:00 PM,14,2,1,
1880648,101225666,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:26:00 PM,14,2,1,
1880649,101225671,1,2194397,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:30:00 PM,14,2,1,
1880650,101458535,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:12:00 PM,14,2,1,
1880651,101458774,2,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:48:00 PM,14,2,1,
1880652,101458838,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:47:00 PM,14,2,1,
1880653,101459282,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:25:00 PM,14,2,1,
1880654,101460217,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:16:00 PM,14,2,1,
1880655,101460289,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:52:00 PM,14,2,1,
1880656,101460466,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:53:00 PM,14,2,1,
1880657,101460484,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:55:00 PM,14,2,1,
1880658,101460501,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:39:00 PM,14,2,1,
1880659,101460539,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:20:00 PM,14,2,1,
1880660,101460670,23,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:47:00 PM,14,2,1,
1880661,101460764,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:33:00 PM,14,2,1,
1880662,101461129,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:39:00 PM,14,2,1,
1880663,101461424,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:11:00 PM,14,2,1,
1880664,101461539,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:35:00 PM,14,2,1,
1880665,101461647,40,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:26:00 PM,14,2,1,
1880666,101461997,2,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:03:00 PM,14,2,1,
1880667,101462671,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:57:00 PM,14,2,1,
1880668,101463279,31,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:42:00 PM,14,2,1,
1880669,101463441,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:33:00 PM,14,2,1,
1880670,101463954,2,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:18:00 PM,14,2,1,
1880671,101464158,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:43:00 PM,14,2,1,
1880672,101464243,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:27:00 PM,14,2,1,
1880673,101464620,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:54:00 PM,14,2,1,
1880674,101465060,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:28:00 PM,14,2,1,
1880675,101465638,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:46:00 PM,14,2,1,
1880676,101466084,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:32:00 PM,14,2,1,
1880677,101466115,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:35:00 PM,14,2,1,
1880678,101466999,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:04:00 PM,14,2,1,
1880679,101467069,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:27:00 PM,14,2,1,
1880680,101467368,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:45:00 PM,14,2,1,
1880681,101468701,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:16:00 PM,14,2,1,
1880682,101468988,23,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:31:00 PM,14,2,1,
1880683,101469634,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:43:00 PM,14,2,1,
1880684,101469815,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:49:00 PM,14,2,1,
1880685,101469862,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:05:00 PM,14,2,1,
1880686,101469997,23,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:25:00 PM,14,2,1,
1880687,101470100,3,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:24:00 PM,14,2,1,
1880688,101470226,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:46:00 PM,14,2,1,
1880689,101471254,1,2197476,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:45:00 PM,14,2,1,
1880690,101535523,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:31:00 PM,14,2,1,
1880691,101535569,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:43:00 PM,14,2,1,
1880692,101535623,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:58:00 PM,14,2,1,
1880693,101535695,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:03:00 PM,14,2,1,
1880694,101535882,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:23:00 PM,14,2,1,
1880695,101535960,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:38:00 PM,14,2,1,
1880696,101536153,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:52:00 PM,14,2,1,
1880697,101537058,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:32:00 PM,14,2,1,
1880698,101537329,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:03:00 PM,14,2,1,
1880699,101537362,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 10:03:00 PM,14,2,1,
1880700,101537617,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:00:00 PM,14,2,1,
1880701,101537787,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:51:00 PM,14,2,1,
1880702,101537947,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:46:00 PM,14,2,1,
1880703,101538267,14,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:46:00 PM,14,2,1,
1880704,101538303,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:33:00 PM,14,2,1,
1880705,101538671,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:57:00 PM,14,2,1,
1880706,101538884,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:34:00 PM,14,2,1,
1880707,101538926,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:15:00 PM,14,2,1,
1880708,101538938,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:36:00 PM,14,2,1,
1880709,101539060,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 10:03:00 PM,14,2,1,
1880710,101539426,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:36:00 PM,14,2,1,
1880711,101539752,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:53:00 PM,14,2,1,
1880712,101540034,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:56:00 PM,14,2,1,
1880713,101540257,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:50:00 PM,14,2,1,
1880714,101540456,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:08:00 PM,14,2,1,
1880715,101540619,14,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:37:00 PM,14,2,1,
1880716,101540664,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:06:00 PM,14,2,1,
1880717,101540807,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:39:00 PM,14,2,1,
1880718,101541011,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:42:00 PM,14,2,1,
1880719,101541089,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:40:00 PM,14,2,1,
1880720,101541121,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:59:00 PM,14,2,1,
1880721,101541180,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:15:00 PM,14,2,1,
1880722,101541269,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:37:00 PM,14,2,1,
1880723,101541305,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 10:03:00 PM,14,2,1,
1880724,101541327,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:12:00 PM,14,2,1,
1880725,101541517,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:23:00 PM,14,2,1,
1880726,101541762,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:10:00 PM,14,2,1,
1880727,101541902,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:51:00 PM,14,2,1,
1880728,101541947,3,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:35:00 PM,14,2,1,
1880729,101542335,1,2196979,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:33:00 PM,14,2,1,
1880730,101477694,1,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:39:00 PM,14,2,1,
1880731,101477707,1,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:27:00 PM,14,2,1,
1880732,101478159,2,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:33:00 PM,14,2,1,
1880733,101478253,2,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:24:00 PM,14,2,1,
1880734,101479055,3,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:34:00 PM,14,2,1,
1880735,101479181,1,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:23:00 PM,14,2,1,
1880736,101479678,31,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:57:00 PM,14,2,1,
1880737,101479973,3,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:31:00 PM,14,2,1,
1880738,101479978,23,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:56:00 PM,14,2,1,
1880739,101480036,2,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:39:00 PM,14,2,1,
1880740,101481006,1,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:00:00 PM,14,2,1,
1880741,101481743,23,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 8:06:00 PM,14,2,1,
1880742,101481917,1,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 9:45:00 PM,14,2,1,
1880743,101482138,1,2194389,92476,2169650,10/8/2021 10:50:00 PM,10/8/2021 7:24:00 PM,14,2,1,
